SCHOOL_DISTANCE,NEEDS_SCHOOL_BUS,CENSUS_REGION,HHFAMINC,HH_RACE,HH_HISP,MSASIZE,URBRUR
2.625,1,Middle Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
2.625,0,Middle Atlantic,"Less than $10,000",No data,Yes,In an MSA or CMSA of 3 million or more,Urban
8.5525,1,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
8.675,1,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Middle Atlantic,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Middle Atlantic,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.395,1,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.802,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 250,000 - 499,999",Rural
0.999,0,South Atlantic,"$15,000 to $24,999",White,No,"In an MSA of 500,000 - 999,999",Urban
1.142,0,South Atlantic,"$15,000 to $24,999",White,No,"In an MSA of 500,000 - 999,999",Urban
1.087,0,South Atlantic,"$15,000 to $24,999",White,No,"In an MSA of 500,000 - 999,999",Urban
5.375,1,West South Central,"$75,000 to $99,999",Asian,No,In an MSA or CMSA of 3 million or more,Urban
14.536,1,West South Central,"$50,000 to $74,999",Other,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.879,0,West South Central,"$125,000 to $149,999",White,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,1,Pacific,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
5.214,1,South Atlantic,"$15,000 to $24,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,Mountain,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
12.622,1,Mountain,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
6.247,1,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.348,1,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
1.348,1,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.249,0,South Atlantic,No data,White,No,Not in MSA or CMSA,Urban
3.249,0,South Atlantic,No data,White,No,Not in MSA or CMSA,Urban
0.764,0,Pacific,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
0.842,0,Pacific,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
2.625,1,East North Central,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,East North Central,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,South Atlantic,"$15,000 to $24,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Rural
0.832,0,New England,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.007,0,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.683,1,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,South Atlantic,"$25,000 to $34,999",White,No,"In an MSA of 250,000 - 499,999",Rural
2.625,0,Pacific,"Less than $10,000",Other,Yes,"In an MSA of 500,000 - 999,999",Urban
1.338,1,West North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
7.52,1,West North Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.082,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,South Atlantic,"Less than $10,000",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,South Atlantic,"$50,000 to $74,999",Black or African American,No,"In an MSA of Less than 250,000",Urban
2.625,0,West South Central,"$50,000 to $74,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
4.349,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
5.268,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.717,1,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
30.156,0,Pacific,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Rural
5.522,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
5.522,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
5.522,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
5.522,0,East North Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Urban
2.625,0,New England,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,New England,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.331,0,West South Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Rural
2.625,1,South Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
4.349,0,West South Central,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.935,1,Middle Atlantic,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Mountain,"$75,000 to $99,999",Other,Yes,"In an MSA of Less than 250,000",Urban
2.625,0,Mountain,"$75,000 to $99,999",Other,Yes,"In an MSA of Less than 250,000",Urban
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,East North Central,"$125,000 to $149,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West North Central,"$75,000 to $99,999",White,No,"In an MSA of Less than 250,000",Rural
0.742,0,West South Central,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,East North Central,"$200,000 or more",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"Less than $10,000",White,No,In an MSA or CMSA of 3 million or more,Urban
0.419,0,South Atlantic,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,1,Middle Atlantic,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
3.381,0,South Atlantic,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
4.514,1,South Atlantic,"$50,000 to $74,999",Black or African American,No,Not in MSA or CMSA,Urban
1.781,0,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
3.32,0,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.926,0,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$75,000 to $99,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
2.625,1,West South Central,"$75,000 to $99,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
9.168,0,East North Central,"$100,000 to $124,999",White,No,"In an MSA of 500,000 - 999,999",Urban
4.372,1,East North Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.466,1,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Rural
2.817,1,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Rural
1.901,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
0.988,0,Mountain,"$25,000 to $34,999",White,No,"In an MSA of 500,000 - 999,999",Urban
0.756,0,South Atlantic,"$25,000 to $34,999",White,Yes,"In an MSA of Less than 250,000",Rural
0.987,0,South Atlantic,"$25,000 to $34,999",White,Yes,"In an MSA of Less than 250,000",Rural
2.625,0,Pacific,"$75,000 to $99,999",No data,Yes,In an MSA or CMSA of 3 million or more,Urban
0.978,1,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
0.978,1,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
0.978,1,West South Central,"$200,000 or more",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Middle Atlantic,"$10,000 to $14,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Middle Atlantic,"$10,000 to $14,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.833,1,Middle Atlantic,"$100,000 to $124,999",White,No,Not in MSA or CMSA,Rural
3.021,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
10.246,0,Middle Atlantic,"$75,000 to $99,999",Black or African American,Yes,In an MSA or CMSA of 3 million or more,Urban
10.246,0,Middle Atlantic,"$75,000 to $99,999",Black or African American,Yes,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West South Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,East North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,1,East North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,East North Central,"$125,000 to $149,999",White,No,"In an MSA of Less than 250,000",Urban
0.269,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.269,0,West South Central,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,West North Central,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
2.1525,0,Pacific,"$200,000 or more",Asian,No,"In an MSA of 250,000 - 499,999",Urban
3.409,1,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
3.484,1,South Atlantic,"$50,000 to $74,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$125,000 to $149,999",White,No,"In an MSA of 250,000 - 499,999",Urban
8.856,0,South Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,West South Central,"$200,000 or more",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
4.593,1,Pacific,"Less than $10,000",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Pacific,"$150,000 to $199,999",White,Yes,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.772,0,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,South Atlantic,"$25,000 to $34,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Rural
3.842,0,East South Central,"$50,000 to $74,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Rural
1.876,0,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.018,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,South Atlantic,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,West South Central,"$15,000 to $24,999",White,No,Not in MSA or CMSA,Rural
6.691,0,South Atlantic,"$200,000 or more",Black or African American,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$100,000 to $124,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.136,0,New England,"$100,000 to $124,999",Other,No,In an MSA or CMSA of 3 million or more,Urban
2.625,1,South Atlantic,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Rural
0.691,1,East North Central,"$150,000 to $199,999",White,No,Not in MSA or CMSA,Rural
2.625,0,Pacific,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,1,Pacific,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,1,Pacific,"$100,000 to $124,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,Pacific,"$150,000 to $199,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,0,Pacific,"$150,000 to $199,999",Asian,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.6115,0,Pacific,"$15,000 to $24,999",Other,Yes,"In an MSA of 250,000 - 499,999",Urban
5.237,0,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.592,1,West South Central,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
0.744,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
5.0,0,Pacific,"$35,000 to $49,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Middle Atlantic,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
0.791,0,West South Central,"$35,000 to $49,999",White,No,"In an MSA of 250,000 - 499,999",Urban
1.325,0,West North Central,"$15,000 to $24,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,West South Central,"$125,000 to $149,999",White,Yes,"In an MSA of 500,000 - 999,999",Urban
2.625,0,Pacific,"$50,000 to $74,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
4.032,0,West South Central,"$75,000 to $99,999",White,No,Not in MSA or CMSA,Urban
0.6005,0,Pacific,"$15,000 to $24,999",Black or African American,Yes,Not in MSA or CMSA,Urban
2.839,1,Pacific,"$15,000 to $24,999",Black or African American,Yes,Not in MSA or CMSA,Urban
1.157,0,Pacific,"$15,000 to $24,999",Black or African American,Yes,Not in MSA or CMSA,Urban
1.157,0,Pacific,"$15,000 to $24,999",Black or African American,Yes,Not in MSA or CMSA,Urban
2.625,0,West North Central,"$100,000 to $124,999",White,No,"In an MSA of Less than 250,000",Urban
2.18,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.18,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.08,0,East North Central,"$75,000 to $99,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,South Atlantic,"$75,000 to $99,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,South Atlantic,"$75,000 to $99,999",Black or African American,No,"In an MSA of 500,000 - 999,999",Urban
2.162,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.639,0,Pacific,"$150,000 to $199,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
3.041,1,West South Central,"Less than $10,000",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.177,1,West South Central,"Less than $10,000",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.177,1,West South Central,"Less than $10,000",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
1.177,1,West South Central,"Less than $10,000",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
2.625,0,Pacific,"$75,000 to $99,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
2.625,1,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Rural
1.894,0,South Atlantic,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
0.524,1,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
0.524,1,Middle Atlantic,"$35,000 to $49,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,0,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
1.416,0,West South Central,"$50,000 to $74,999",White,No,Not in MSA or CMSA,Urban
2.625,1,East North Central,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Rural
2.625,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA of 500,000 - 999,999",Urban
2.625,1,East North Central,"$35,000 to $49,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.418,1,East North Central,"$125,000 to $149,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
1.776,0,South Atlantic,"$150,000 to $199,999",White,No,"In an MSA of 250,000 - 499,999",Urban
2.625,0,West South Central,"$150,000 to $199,999",White,No,In an MSA or CMSA of 3 million or more,Urban
2.989,0,South Atlantic,"$50,000 to $74,999",White,No,"In an MSA of Less than 250,000",Urban
2.625,0,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
2.625,1,Middle Atlantic,"$100,000 to $124,999",White,No,"In an MSA or CMSA of 1,000,000 - 2,999,999",Urban
6.822,0,New England,"$125,000 to $149,999",White,No,Not in MSA or CMSA,Rural
6.822,0,New England,"$125,000 to $149,999",White,No,Not in MSA or CMSA,Rural
2.625,0,South Atlantic,"Less than $10,000",Other,No,"In an MSA of 500,000 - 999,999",Urban
1.7735,0,East South Central,"$25,000 to $34,999",Black or African American,No,Not in MSA or CMSA,Urban
1.6115,1,East South Central,"$25,000 to $34,999",Black or African American,No,Not in MSA or CMSA,Urban
2.625,1,Middle Atlantic,"$75,000 to $99,999",Black or African American,No,In an MSA or CMSA of 3 million or more,Urban
